USW00014739,20130218,AWND,89,,,X,
USW00014739,20130218,WDF2,300,,,X,
USW00014739,20130218,WDF5,280,,,X,
USW00014739,20130218,WSF2,148,,,X,
USW00014739,20130218,WSF5,192,,,X,
USW00014739,20130219,TMAX,72,,,X,2400
USW00014739,20130219,TMIN,-33,,,X,2400
USW00014739,20130219,PRCP,114,,,X,2400
USW00014739,20130219,SNOW,0,,,X,
USW00014739,20130219,AWND,43,,,X,
USW00014739,20130219,WDF2,200,,,X,
USW00014739,20130219,WDF5,200,,,X,
USW00014739,20130219,WSF2,98,,,X,
USW00014739,20130219,WSF5,112,,,X,
USW00014739,20130219,WT01,1,,,W,
USW00014739,20130219,WT13,1,,,X,
USW00014739,20130219,WT16,1,,,X,
USW00014739,20130220,TMAX,61,,,X,2400
USW00014739,20130220,TMIN,-28,,,X,2400
USW00014739,20130220,PRCP,3,,,X,2400
USW00014739,20130220,SNOW,0,,,X,
USW00014739,20130220,AWND,76,,,X,
USW00014739,20130220,WDF2,280,,,X,
USW00014739,20130220,WDF5,270,,,X,
USW00014739,20130220,WSF2,107,,,X,
USW00014739,20130220,WSF5,165,,,X,
USW00014739,20130220,WT16,1,,,X,
USW00014739,20130221,TMAX,6,,,X,2400
USW00014739,20130221,TMIN,-39,,,X,2400
USW00014739,20130221,PRCP,0,,,X,2400
USW00014739,20130221,SNOW,0,,,X,
USW00014739,20130221,AWND,79,,,X,
USW00014739,20130221,WDF2,320,,,X,
USW00014739,20130221,WDF5,320,,,X,
USW00014739,20130221,WSF2,116,,,X,
USW00014739,20130221,WSF5,165,,,X,
USW00014739,20130222,TMAX,33,,,X,2400
USW00014739,20130222,TMIN,-33,,,X,2400
USW00014739,20130222,PRCP,0,,,X,2400
USW00014739,20130222,SNOW,0,,,X,
USW00014739,20130222,AWND,42,,,X,
USW00014739,20130222,WDF2,300,,,X,
USW00014739,20130222,WDF5,330,,,X,
USW00014739,20130222,WSF2,89,,,X,
USW00014739,20130222,WSF5,107,,,X,
USW00014739,20130223,TMAX,33,,,X,2400
USW00014739,20130223,TMIN,0,,,X,2400
USW00014739,20130223,PRCP,58,,,X,2400
USW00014739,20130223,SNOW,0,T,,X,
USW00014739,20130223,AWND,28,,,X,
USW00014739,20130223,WDF2,130,,,X,
USW00014739,20130223,WDF5,120,,,X,
USW00014739,20130223,WSF2,63,,,X,
USW00014739,20130223,WSF5,89,,,X,
USW00014739,20130223,WT04,1,,,X,
USW00014739,20130223,WT13,1,,,X,
USW00014739,20130223,WT16,1,,,X,
USW00014739,20130223,WT18,1,,,X,
USW00014739,20130224,TMAX,33,,,X,2400
USW00014739,20130224,TMIN,-17,,,X,2400
USW00014739,20130224,PRCP,208,,,X,2400
USW00014739,20130224,SNOW,46,,,X,
USW00014739,20130224,AWND,59,,,X,
USW00014739,20130224,WDF2,20,,,X,
USW00014739,20130224,WDF5,10,,,X,
USW00014739,20130224,WSF2,103,,,X,
USW00014739,20130224,WSF5,134,,,X,
USW00014739,20130224,WT01,1,,,W,
USW00014739,20130224,WT04,1,,,X,
USW00014739,20130224,WT13,1,,,X,
USW00014739,20130224,WT16,1,,,X,
USW00014739,20130224,WT18,1,,,X,
USW00014739,20130225,TMAX,50,,,X,2400
USW00014739,20130225,TMIN,-22,,,X,2400
USW00014739,20130225,PRCP,3,,,X,2400
USW00014739,20130225,SNOW,5,,,X,
USW00014739,20130225,AWND,32,,,X,
USW00014739,20130225,WDF2,330,,,X,
USW00014739,20130225,WDF5,320,,,X,
USW00014739,20130225,WSF2,54,,,X,
USW00014739,20130225,WSF5,67,,,X,
USW00014739,20130225,WT01,1,,,W,
USW00014739,20130225,WT13,1,,,X,
USW00014739,20130225,WT18,1,,,X,
USW00014739,20130226,TMAX,50,,,X,2400
USW00014739,20130226,TMIN,-17,,,X,2400
USW00014739,20130226,PRCP,0,,,X,2400
USW00014739,20130226,SNOW,0,,,X,
USW00014739,20130226,AWND,30,,,X,
USW00014739,20130226,WDF2,90,,,X,
USW00014739,20130226,WDF5,90,,,X,
USW00014739,20130226,WSF2,76,,,X,
USW00014739,20130226,WSF5,89,,,X,
USW00014739,20130226,WT01,1,,,W,
USW00014739,20130227,TMAX,44,,,X,2400
USW00014739,20130227,TMIN,33,,,X,2400
USW00014739,20130227,PRCP,348,,,X,2400
USW00014739,20130227,SNOW,0,,,X,
USW00014739,20130227,AWND,89,,,X,
USW00014739,20130227,WDF2,90,,,X,
USW00014739,20130227,WDF5,90,,,X,
USW00014739,20130227,WSF2,139,,,X,
USW00014739,20130227,WSF5,174,,,X,
USW00014739,20130227,WT01,1,,,W,
USW00014739,20130227,WT13,1,,,X,
USW00014739,20130227,WT16,1,,,X,
USW00014739,20130228,TMAX,67,,,X,2400
USW00014739,20130228,TMIN,6,,,X,2400
USW00014739,20130228,PRCP,0,,,X,2400
USW00014739,20130228,SNOW,0,,,X,
USW00014739,20130228,AWND,27,,,X,
USW00014739,20130228,WDF2,280,,,X,
USW00014739,20130228,WDF5,200,,,X,
USW00014739,20130228,WSF2,58,,,X,
USW00014739,20130228,WSF5,103,,,X,
